transaction_id,account_id,transaction_date,transaction_type,transaction_amount,payment_mode
TXN120117,ACC1469,2025-10-31,Deposit,766,Debit Card
TXN120153,ACC1469,2025-11-01,Payment,188,Debit Card
TXN120090,ACC1469,2025-11-02,Received,215,UPI
TXN120137,ACC1469,2025-11-03,Payment,432,Credit Card
TXN120134,ACC1469,2025-11-04,Payment,446,UPI
TXN120094,ACC1469,2025-11-07,Received,803,UPI
TXN120123,ACC1469,2025-11-07,Payment,174,Credit Card
TXN120092,ACC1469,2025-11-08,Payment,110,UPI
TXN120164,ACC1469,2025-11-08,Received,483,Debit Card
TXN120077,ACC1469,2025-11-13,Received,596,Credit Card
TXN120205,ACC1470,2025-05-17,Withdrawal,15,Credit Card
TXN120201,ACC1470,2025-05-18,Payment,81,UPI
TXN120208,ACC1470,2025-05-24,Deposit,655,Debit Card
TXN120248,ACC1470,2025-05-25,Payment,198,UPI
TXN120267,ACC1470,2025-05-25,Transfer,351,UPI
TXN120228,ACC1470,2025-05-26,Received,968,Debit Card
TXN120214,ACC1470,2025-05-27,Received,837,Credit Card
TXN120178,ACC1470,2025-05-28,Payment,39,Credit Card
TXN120187,ACC1470,2025-05-30,Received,843,Credit Card
TXN120219,ACC1470,2025-05-30,Transfer,358,UPI
TXN120244,ACC1470,2025-06-03,Deposit,514,Debit Card
TXN120211,ACC1470,2025-06-07,Transfer,213,UPI
TXN120247,ACC1470,2025-06-07,Payment,162,UPI
TXN120191,ACC1470,2025-06-09,Transfer,399,Debit Card
TXN120204,ACC1470,2025-06-09,Payment,460,UPI
TXN120197,ACC1470,2025-06-16,Received,127,UPI
TXN120237,ACC1470,2025-06-19,Deposit,631,Credit Card
TXN120196,ACC1470,2025-06-20,Withdrawal,11,Debit Card
TXN120238,ACC1470,2025-06-25,Deposit,462,UPI
TXN120184,ACC1470,2025-06-26,Payment,472,Credit Card
TXN120175,ACC1470,2025-06-27,Payment,262,Credit Card
TXN120217,ACC1470,2025-06-27,Transfer,157,Credit Card
TXN120258,ACC1470,2025-06-27,Payment,381,UPI
TXN120265,ACC1470,2025-06-29,Deposit,933,Credit Card
TXN120264,ACC1470,2025-07-01,Payment,46,UPI
TXN120225,ACC1470,2025-07-02,Withdrawal,103,UPI
TXN120234,ACC1470,2025-07-02,Withdrawal,92,Debit Card
TXN120182,ACC1470,2025-07-07,Transfer,208,Credit Card
TXN120260,ACC1470,2025-07-07,Payment,361,UPI
TXN120213,ACC1470,2025-07-11,Transfer,208,Credit Card
TXN120231,ACC1470,2025-07-11,Transfer,374,Debit Card
TXN120189,ACC1470,2025-07-12,Withdrawal,123,UPI
TXN120245,ACC1470,2025-07-13,Received,880,UPI
TXN120254,ACC1470,2025-07-15,Withdrawal,469,UPI
TXN120269,ACC1470,2025-07-15,Payment,87,Debit Card
TXN120250,ACC1470,2025-07-16,Payment,483,UPI
TXN120252,ACC1470,2025-07-17,Payment,139,Credit Card
TXN120199,ACC1470,2025-07-18,Payment,209,UPI
TXN120257,ACC1470,2025-07-18,Withdrawal,492,Credit Card
TXN120249,ACC1470,2025-07-19,Payment,325,Debit Card
TXN120179,ACC1470,2025-07-22,Received,608,Debit Card
TXN120177,ACC1470,2025-07-23,Withdrawal,354,Credit Card
TXN120227,ACC1470,2025-07-24,Transfer,10,Credit Card
TXN120202,ACC1470,2025-07-27,Received,594,Debit Card
TXN120224,ACC1470,2025-07-30,Payment,356,UPI
TXN120190,ACC1470,2025-07-31,Deposit,126,UPI
TXN120220,ACC1470,2025-08-02,Withdrawal,178,Credit Card
TXN120206,ACC1470,2025-08-03,Deposit,129,UPI
TXN120229,ACC1470,2025-08-03,Withdrawal,73,Debit Card
TXN120243,ACC1470,2025-08-06,Withdrawal,98,UPI
TXN120242,ACC1470,2025-08-10,Payment,77,UPI
TXN120262,ACC1470,2025-08-11,Withdrawal,288,UPI
TXN120216,ACC1470,2025-08-13,Payment,398,UPI
TXN120253,ACC1470,2025-08-15,Transfer,397,Debit Card
TXN120223,ACC1470,2025-08-20,Transfer,466,Credit Card
TXN120261,ACC1470,2025-08-21,Withdrawal,395,UPI
TXN120209,ACC1470,2025-08-22,Payment,267,UPI
TXN120232,ACC1470,2025-08-22,Payment,71,UPI
TXN120235,ACC1470,2025-08-22,Payment,209,UPI
TXN120207,ACC1470,2025-08-24,Withdrawal,415,UPI
TXN120193,ACC1470,2025-09-03,Transfer,78,UPI
TXN120192,ACC1470,2025-09-04,Withdrawal,472,Credit Card
TXN120194,ACC1470,2025-09-04,Transfer,111,Credit Card
TXN120266,ACC1470,2025-09-04,Payment,498,Debit Card
TXN120181,ACC1470,2025-09-06,Deposit,371,UPI
TXN120174,ACC1470,2025-09-07,Payment,167,UPI
TXN120200,ACC1470,2025-09-09,Withdrawal,50,Debit Card
TXN120188,ACC1470,2025-09-10,Transfer,411,UPI
TXN120198,ACC1470,2025-09-16,Transfer,335,UPI
TXN120185,ACC1470,2025-09-18,Payment,71,Debit Card
TXN120268,ACC1470,2025-09-20,Payment,323,UPI
TXN120255,ACC1470,2025-09-22,Received,551,UPI
TXN120241,ACC1470,2025-09-23,Withdrawal,132,UPI
TXN120180,ACC1470,2025-09-27,Received,100,UPI
TXN120183,ACC1470,2025-10-02,Withdrawal,12,Debit Card
TXN120236,ACC1470,2025-10-03,Withdrawal,454,Debit Card
TXN120251,ACC1470,2025-10-05,Deposit,947,Credit Card
TXN120172,ACC1470,2025-10-06,Received,921,UPI
TXN120239,ACC1470,2025-10-07,Withdrawal,200,UPI
TXN120195,ACC1470,2025-10-08,Withdrawal,125,Credit Card
TXN120240,ACC1470,2025-10-13,Payment,476,Credit Card
TXN120230,ACC1470,2025-10-15,Payment,236,UPI
TXN120212,ACC1470,2025-10-17,Transfer,230,UPI
TXN120263,ACC1470,2025-10-18,Withdrawal,449,UPI
TXN120233,ACC1470,2025-10-22,Withdrawal,303,UPI
TXN120259,ACC1470,2025-10-23,Deposit,995,UPI
TXN120222,ACC1470,2025-10-26,Payment,276,Credit Card
TXN120173,ACC1470,2025-10-27,Payment,298,Credit Card
TXN120221,ACC1470,2025-10-27,Withdrawal,243,Debit Card
TXN120256,ACC1470,2025-10-29,Withdrawal,260,Credit Card
TXN120215,ACC1470,2025-10-30,Payment,372,Debit Card
TXN120246,ACC1470,2025-11-01,Payment,97,Credit Card
TXN120210,ACC1470,2025-11-05,Deposit,530,UPI
TXN120176,ACC1470,2025-11-06,Received,632,UPI
TXN120203,ACC1470,2025-11-07,Withdrawal,419,UPI
TXN120226,ACC1470,2025-11-08,Transfer,340,Credit Card
TXN120270,ACC1470,2025-11-09,Received,128,UPI
TXN120186,ACC1470,2025-11-12,Payment,18,UPI
TXN120218,ACC1470,2025-11-14,Transfer,331,UPI
TXN120301,ACC1471,2025-05-24,Transfer,19,Credit Card
TXN120289,ACC1471,2025-05-25,Withdrawal,50,UPI
TXN120292,ACC1471,2025-05-29,Withdrawal,121,Credit Card
TXN120316,ACC1471,2025-05-30,Transfer,488,UPI
TXN120272,ACC1471,2025-06-04,Payment,163,UPI
TXN120297,ACC1471,2025-06-04,Withdrawal,376,UPI
TXN120274,ACC1471,2025-06-07,Payment,345,Debit Card
TXN120288,ACC1471,2025-06-18,Transfer,31,Credit Card
TXN120315,ACC1471,2025-06-19,Payment,177,Credit Card
TXN120276,ACC1471,2025-06-25,Deposit,180,Credit Card
TXN120283,ACC1471,2025-06-26,Transfer,218,UPI
TXN120295,ACC1471,2025-06-29,Payment,210,Debit Card
TXN120314,ACC1471,2025-06-29,Payment,47,UPI
TXN120320,ACC1471,2025-06-29,Payment,448,UPI
TXN120319,ACC1471,2025-07-05,Payment,409,UPI
TXN120321,ACC1471,2025-07-05,Payment,73,Credit Card
TXN120281,ACC1471,2025-07-08,Payment,199,Credit Card
TXN120307,ACC1471,2025-07-08,Received,880,UPI
TXN120298,ACC1471,2025-07-12,Received,509,Credit Card
TXN120273,ACC1471,2025-07-17,Withdrawal,223,Debit Card
TXN120278,ACC1471,2025-07-18,Withdrawal,496,Debit Card
TXN120309,ACC1471,2025-07-22,Deposit,911,Debit Card
TXN120311,ACC1471,2025-07-23,Payment,314,Credit Card
TXN120290,ACC1471,2025-07-26,Received,238,UPI
TXN120302,ACC1471,2025-08-08,Transfer,258,UPI
TXN120293,ACC1471,2025-08-09,Deposit,316,UPI
TXN120317,ACC1471,2025-08-19,Received,240,UPI
TXN120287,ACC1471,2025-08-22,Payment,18726,UPI
TXN120286,ACC1471,2025-08-23,Received,495,UPI
TXN120280,ACC1471,2025-08-26,Deposit,657,Debit Card
TXN120310,ACC1471,2025-09-03,Payment,68,Credit Card
TXN120275,ACC1471,2025-09-09,Received,235,UPI
TXN120277,ACC1471,2025-09-09,Withdrawal,297,UPI
TXN120285,ACC1471,2025-09-09,Transfer,487,Credit Card
TXN120323,ACC1471,2025-09-09,Payment,279,UPI
TXN120294,ACC1471,2025-09-18,Payment,449,Debit Card
TXN120305,ACC1471,2025-09-18,Deposit,319,UPI
TXN120291,ACC1471,2025-09-26,Withdrawal,81,UPI
TXN120296,ACC1471,2025-10-02,Payment,267,UPI
TXN120304,ACC1471,2025-10-09,Deposit,228,UPI
TXN120306,ACC1471,2025-10-11,Withdrawal,433,Credit Card
TXN120313,ACC1471,2025-10-11,Payment,268,Credit Card
TXN120312,ACC1471,2025-10-13,Deposit,660,UPI
TXN120318,ACC1471,2025-10-13,Transfer,220,Credit Card
TXN120300,ACC1471,2025-10-19,Withdrawal,363,UPI
TXN120322,ACC1471,2025-10-24,Received,643,UPI
TXN120271,ACC1471,2025-10-31,Withdrawal,161,UPI
TXN120282,ACC1471,2025-11-03,Withdrawal,281,UPI
TXN120308,ACC1471,2025-11-03,Payment,170,UPI
TXN120299,ACC1471,2025-11-04,Withdrawal,408,UPI
TXN120284,ACC1471,2025-11-06,Payment,279,UPI
TXN120303,ACC1471,2025-11-11,Received,242,UPI
TXN120279,ACC1471,2025-11-12,Withdrawal,372,Debit Card
TXN120354,ACC1472,2025-05-18,Payment,326,Credit Card
TXN120361,ACC1472,2025-05-23,Payment,209,UPI
TXN120380,ACC1472,2025-05-25,Withdrawal,178,UPI
TXN120359,ACC1472,2025-05-26,Payment,247,Debit Card
TXN120327,ACC1472,2025-05-29,Transfer,155,Credit Card
TXN120370,ACC1472,2025-06-03,Transfer,429,UPI
TXN120344,ACC1472,2025-06-07,Withdrawal,100,UPI
TXN120371,ACC1472,2025-06-08,Withdrawal,345,Credit Card
TXN120328,ACC1472,2025-06-09,Withdrawal,11,UPI
TXN120353,ACC1472,2025-06-10,Transfer,179,UPI
TXN120369,ACC1472,2025-06-11,Payment,67,UPI
TXN120364,ACC1472,2025-06-14,Payment,418,UPI
TXN120373,ACC1472,2025-06-20,Deposit,247,UPI
TXN120345,ACC1472,2025-06-28,Deposit,378,UPI
TXN120330,ACC1472,2025-06-29,Deposit,953,Debit Card
TXN120367,ACC1472,2025-07-05,Deposit,867,Credit Card
TXN120334,ACC1472,2025-07-06,Withdrawal,472,UPI
TXN120332,ACC1472,2025-07-08,Received,666,UPI
TXN120333,ACC1472,2025-07-12,Deposit,647,UPI
TXN120347,ACC1472,2025-07-12,Withdrawal,248,UPI
TXN120360,ACC1472,2025-07-12,Payment,43,Credit Card
TXN120340,ACC1472,2025-07-17,Transfer,68,Credit Card
TXN120352,ACC1472,2025-07-28,Received,473,UPI
TXN120363,ACC1472,2025-07-31,Withdrawal,235,Credit Card
TXN120358,ACC1472,2025-08-03,Withdrawal,116,UPI
TXN120379,ACC1472,2025-08-05,Received,505,UPI
TXN120374,ACC1472,2025-08-12,Deposit,208,UPI
TXN120331,ACC1472,2025-08-14,Payment,167,UPI
TXN120325,ACC1472,2025-08-15,Received,891,UPI
TXN120339,ACC1472,2025-08-18,Withdrawal,297,Credit Card
TXN120362,ACC1472,2025-08-18,Payment,39,Credit Card
TXN120372,ACC1472,2025-08-22,Transfer,182,Debit Card
TXN120349,ACC1472,2025-09-02,Payment,389,Credit Card
TXN120346,ACC1472,2025-09-11,Deposit,596,UPI
TXN120343,ACC1472,2025-09-12,Withdrawal,327,Credit Card
TXN120355,ACC1472,2025-09-14,Transfer,202,Credit Card
TXN120378,ACC1472,2025-09-14,Withdrawal,57,UPI
TXN120357,ACC1472,2025-09-15,Withdrawal,83,Debit Card
TXN120351,ACC1472,2025-09-18,Transfer,438,Credit Card
TXN120356,ACC1472,2025-09-26,Payment,278,UPI
TXN120368,ACC1472,2025-09-27,Withdrawal,340,Debit Card
TXN120337,ACC1472,2025-09-30,Payment,372,Credit Card
TXN120350,ACC1472,2025-10-03,Payment,454,UPI
TXN120341,ACC1472,2025-10-06,Transfer,333,Debit Card
TXN120366,ACC1472,2025-10-07,Transfer,41,Credit Card
TXN120326,ACC1472,2025-10-08,Payment,153,UPI
TXN120375,ACC1472,2025-10-13,Transfer,264,UPI
TXN120338,ACC1472,2025-10-16,Transfer,250,UPI
TXN120329,ACC1472,2025-10-20,Deposit,779,UPI
TXN120348,ACC1472,2025-10-22,Withdrawal,299,Credit Card
TXN120335,ACC1472,2025-10-28,Deposit,507,Credit Card
TXN120336,ACC1472,2025-10-30,Transfer,300,UPI
TXN120377,ACC1472,2025-10-31,Deposit,320,UPI
TXN120324,ACC1472,2025-11-02,Deposit,980,Debit Card
TXN120342,ACC1472,2025-11-02,Payment,188,UPI
TXN120376,ACC1472,2025-11-06,Received,738,UPI
TXN120365,ACC1472,2025-11-10,Withdrawal,436,UPI
TXN120387,ACC1473,2025-05-26,Payment,163,Debit Card
TXN120394,ACC1473,2025-05-26,Withdrawal,18,UPI
TXN120423,ACC1473,2025-05-30,Withdrawal,82,UPI
TXN120391,ACC1473,2025-05-31,Deposit,446,Credit Card
TXN120420,ACC1473,2025-05-31,Received,250,UPI
TXN120385,ACC1473,2025-06-02,Transfer,294,Debit Card
TXN120440,ACC1473,2025-06-02,Transfer,54,UPI
TXN120382,ACC1473,2025-06-04,Payment,38,Debit Card
TXN120439,ACC1473,2025-06-06,Payment,403,Debit Card
TXN120388,ACC1473,2025-06-11,Received,208,UPI
TXN120381,ACC1473,2025-06-13,Withdrawal,458,UPI
TXN120427,ACC1473,2025-06-17,Payment,299,UPI
TXN120408,ACC1473,2025-06-25,Received,960,UPI
TXN120438,ACC1473,2025-06-27,Withdrawal,175,Debit Card
TXN120402,ACC1473,2025-07-03,Transfer,399,UPI
TXN120444,ACC1473,2025-07-06,Transfer,121,UPI
TXN120448,ACC1473,2025-07-06,Payment,366,UPI
TXN120433,ACC1473,2025-07-09,Payment,100,UPI
TXN120428,ACC1473,2025-07-13,Payment,103,UPI
TXN120395,ACC1473,2025-07-22,Payment,270,UPI
TXN120383,ACC1473,2025-07-23,Payment,109,UPI
TXN120386,ACC1473,2025-07-24,Withdrawal,446,Debit Card
TXN120405,ACC1473,2025-07-25,Received,755,Debit Card
TXN120392,ACC1473,2025-07-30,Deposit,848,UPI
TXN120390,ACC1473,2025-08-01,Transfer,349,Debit Card
TXN120398,ACC1473,2025-08-03,Withdrawal,116,Debit Card
TXN120426,ACC1473,2025-08-04,Withdrawal,165,Debit Card
TXN120416,ACC1473,2025-08-11,Deposit,666,Credit Card
TXN120411,ACC1473,2025-08-13,Deposit,574,UPI
TXN120406,ACC1473,2025-08-17,Withdrawal,245,Debit Card
TXN120432,ACC1473,2025-08-17,Payment,88,UPI
TXN120399,ACC1473,2025-08-22,Withdrawal,209,Credit Card
TXN120424,ACC1473,2025-08-23,Deposit,626,UPI
TXN120430,ACC1473,2025-08-29,Payment,385,UPI
TXN120415,ACC1473,2025-09-02,Payment,292,UPI
TXN120442,ACC1473,2025-09-03,Transfer,278,UPI
TXN120431,ACC1473,2025-09-04,Payment,89,Debit Card
TXN120437,ACC1473,2025-09-06,Received,113,UPI
TXN120436,ACC1473,2025-09-08,Transfer,332,UPI
TXN120441,ACC1473,2025-09-09,Received,510,Debit Card
TXN120450,ACC1473,2025-09-10,Payment,223,Debit Card
TXN120404,ACC1473,2025-09-11,Payment,211,Credit Card
TXN120409,ACC1473,2025-09-11,Payment,126,UPI
TXN120419,ACC1473,2025-09-12,Withdrawal,270,Credit Card
TXN120407,ACC1473,2025-09-14,Transfer,220,UPI
TXN120414,ACC1473,2025-09-15,Withdrawal,186,Debit Card
TXN120413,ACC1473,2025-09-16,Withdrawal,165,Credit Card
TXN120418,ACC1473,2025-09-16,Payment,294,UPI
TXN120410,ACC1473,2025-09-18,Withdrawal,430,UPI
TXN120417,ACC1473,2025-09-18,Withdrawal,19,UPI
TXN120451,ACC1473,2025-09-18,Payment,331,Debit Card
TXN120384,ACC1473,2025-09-21,Payment,150,UPI
TXN120452,ACC1473,2025-09-25,Transfer,338,Credit Card
TXN120396,ACC1473,2025-09-27,Withdrawal,367,UPI
TXN120421,ACC1473,2025-10-02,Deposit,855,UPI
TXN120443,ACC1473,2025-10-09,Withdrawal,463,Debit Card
TXN120429,ACC1473,2025-10-11,Withdrawal,169,UPI
TXN120425,ACC1473,2025-10-12,Received,756,UPI
TXN120422,ACC1473,2025-10-14,Deposit,721,Debit Card
TXN120389,ACC1473,2025-10-16,Payment,247,UPI
TXN120435,ACC1473,2025-10-28,Payment,419,UPI
TXN120434,ACC1473,2025-10-31,Transfer,304,UPI
TXN120400,ACC1473,2025-11-01,Received,767,UPI
TXN120412,ACC1473,2025-11-02,Payment,214,Debit Card
TXN120447,ACC1473,2025-11-04,Payment,68,UPI
TXN120403,ACC1473,2025-11-05,Transfer,423,UPI
TXN120445,ACC1473,2025-11-06,Payment,46599,UPI
TXN120397,ACC1473,2025-11-10,Withdrawal,178,Credit Card
TXN120393,ACC1473,2025-11-12,Withdrawal,414,UPI
TXN120446,ACC1473,2025-11-13,Payment,292,UPI
TXN120449,ACC1473,2025-11-13,Payment,462,UPI
TXN120401,ACC1473,2025-11-15,Deposit,513,Debit Card
TXN120459,ACC1474,2025-05-17,Withdrawal,123,Credit Card
TXN120483,ACC1474,2025-05-19,Payment,240,UPI
TXN120456,ACC1474,2025-05-20,Received,148,Debit Card
TXN120457,ACC1474,2025-05-20,Payment,368,UPI
TXN120466,ACC1474,2025-05-24,Transfer,445,Credit Card
TXN120472,ACC1474,2025-05-25,Transfer,106,Debit Card
TXN120455,ACC1474,2025-05-27,Payment,180,UPI
TXN120482,ACC1474,2025-05-27,Withdrawal,26,UPI
TXN120461,ACC1474,2025-05-28,Transfer,465,UPI
TXN120458,ACC1474,2025-05-30,Payment,202,Debit Card
TXN120467,ACC1474,2025-06-01,Received,431,UPI
TXN120491,ACC1474,2025-06-04,Withdrawal,145,UPI
TXN120503,ACC1474,2025-06-10,Deposit,100,Credit Card
TXN120500,ACC1474,2025-06-11,Payment,34,UPI
TXN120497,ACC1474,2025-06-12,Transfer,270,UPI
TXN120494,ACC1474,2025-06-18,Received,619,UPI
TXN120499,ACC1474,2025-06-20,Payment,292,Debit Card
TXN120496,ACC1474,2025-06-25,Transfer,283,Debit Card
TXN120478,ACC1474,2025-06-29,Received,927,UPI
TXN120489,ACC1474,2025-07-07,Received,401,UPI
TXN120460,ACC1474,2025-07-09,Transfer,482,UPI
TXN120477,ACC1474,2025-07-12,Withdrawal,37,UPI
TXN120481,ACC1474,2025-07-13,Withdrawal,338,UPI
TXN120485,ACC1474,2025-07-16,Withdrawal,100,Credit Card
TXN120493,ACC1474,2025-07-18,Withdrawal,25,Debit Card
TXN120487,ACC1474,2025-07-22,Transfer,346,Credit Card
TXN120475,ACC1474,2025-07-30,Withdrawal,158,UPI
TXN120468,ACC1474,2025-07-31,Withdrawal,251,Debit Card
TXN120505,ACC1474,2025-07-31,Payment,178,Credit Card
TXN120486,ACC1474,2025-08-02,Payment,306,UPI
TXN120495,ACC1474,2025-08-04,Payment,191,Debit Card
TXN120501,ACC1474,2025-08-05,Withdrawal,56,Credit Card
TXN120507,ACC1474,2025-08-05,Transfer,113,UPI
TXN120454,ACC1474,2025-08-06,Withdrawal,196,UPI
TXN120453,ACC1474,2025-08-09,Transfer,168,UPI
TXN120476,ACC1474,2025-08-09,Payment,76,UPI
TXN120463,ACC1474,2025-08-10,Withdrawal,212,UPI
TXN120484,ACC1474,2025-08-11,Transfer,329,UPI
TXN120462,ACC1474,2025-08-14,Withdrawal,358,UPI
TXN120504,ACC1474,2025-08-15,Payment,93,UPI
TXN120471,ACC1474,2025-08-18,Payment,378,UPI
TXN120479,ACC1474,2025-08-20,Payment,146,UPI
TXN120480,ACC1474,2025-08-22,Transfer,248,Debit Card
TXN120465,ACC1474,2025-09-11,Received,216,UPI
TXN120506,ACC1474,2025-09-11,Payment,406,UPI
TXN120490,ACC1474,2025-09-15,Deposit,512,Credit Card
TXN120469,ACC1474,2025-09-16,Withdrawal,231,Credit Card
TXN120470,ACC1474,2025-09-16,Payment,30745,Credit Card
TXN120492,ACC1474,2025-09-28,Payment,74,UPI
TXN120473,ACC1474,2025-10-18,Payment,388,UPI
TXN120502,ACC1474,2025-10-24,Transfer,287,Credit Card
TXN120508,ACC1474,2025-10-31,Received,336,UPI
TXN120474,ACC1474,2025-11-04,Transfer,468,Credit Card
TXN120498,ACC1474,2025-11-11,Received,668,Credit Card
TXN120488,ACC1474,2025-11-14,Payment,189,UPI
TXN120464,ACC1474,2025-11-15,Received,844,Credit Card
TXN120551,ACC1475,2025-05-18,Withdrawal,406,UPI
TXN120558,ACC1475,2025-05-19,Payment,295,Credit Card
TXN120537,ACC1475,2025-05-20,Payment,442,Credit Card
TXN120542,ACC1475,2025-05-20,Payment,71,Debit Card
TXN120550,ACC1475,2025-05-20,Payment,62,UPI
TXN120561,ACC1475,2025-05-20,Payment,361,UPI
TXN120547,ACC1475,2025-05-22,Payment,42,Credit Card
TXN120579,ACC1475,2025-05-26,Withdrawal,253,UPI
TXN120543,ACC1475,2025-05-28,Payment,184,UPI
TXN120509,ACC1475,2025-06-02,Payment,12,Credit Card
TXN120578,ACC1475,2025-06-02,Transfer,453,UPI
TXN120524,ACC1475,2025-06-05,Deposit,464,UPI
TXN120516,ACC1475,2025-06-17,Payment,206,Debit Card
TXN120563,ACC1475,2025-06-20,Payment,97,UPI
TXN120531,ACC1475,2025-06-27,Received,287,UPI
TXN120553,ACC1475,2025-07-04,Transfer,131,UPI
TXN120533,ACC1475,2025-07-06,Payment,288,UPI
TXN120575,ACC1475,2025-07-06,Deposit,832,UPI
TXN120514,ACC1475,2025-07-08,Withdrawal,222,UPI
TXN120540,ACC1475,2025-07-08,Transfer,115,UPI
TXN120567,ACC1475,2025-07-09,Payment,396,Credit Card
TXN120552,ACC1475,2025-07-10,Transfer,390,UPI
TXN120512,ACC1475,2025-07-11,Transfer,35,Credit Card
TXN120549,ACC1475,2025-07-11,Transfer,410,UPI
TXN120539,ACC1475,2025-07-12,Withdrawal,460,UPI
TXN120529,ACC1475,2025-07-14,Withdrawal,271,UPI
TXN120576,ACC1475,2025-07-16,Withdrawal,398,Debit Card
TXN120519,ACC1475,2025-07-17,Payment,303,Debit Card
TXN120536,ACC1475,2025-07-19,Payment,472,UPI
TXN120538,ACC1475,2025-07-20,Withdrawal,292,UPI
TXN120544,ACC1475,2025-07-20,Received,334,Debit Card
TXN120513,ACC1475,2025-07-22,Transfer,176,UPI
TXN120525,ACC1475,2025-07-22,Transfer,215,Debit Card
TXN120568,ACC1475,2025-07-23,Payment,168,Debit Card
TXN120511,ACC1475,2025-07-24,Deposit,705,UPI
TXN120532,ACC1475,2025-07-29,Deposit,602,Debit Card
TXN120555,ACC1475,2025-08-01,Transfer,408,Debit Card
TXN120562,ACC1475,2025-08-01,Payment,12413,UPI
TXN120521,ACC1475,2025-08-02,Payment,126,UPI
TXN120570,ACC1475,2025-08-02,Payment,288,UPI
TXN120574,ACC1475,2025-08-12,Deposit,241,UPI
TXN120517,ACC1475,2025-08-14,Payment,400,Credit Card
TXN120520,ACC1475,2025-08-14,Received,970,Credit Card
TXN120554,ACC1475,2025-08-20,Payment,27,UPI
TXN120560,ACC1475,2025-08-21,Transfer,62,UPI
TXN120518,ACC1475,2025-08-23,Transfer,116,Debit Card
TXN120580,ACC1475,2025-08-30,Deposit,641,Credit Card
TXN120510,ACC1475,2025-09-01,Payment,29,Credit Card
TXN120526,ACC1475,2025-09-01,Payment,113,Credit Card
TXN120534,ACC1475,2025-09-02,Received,306,UPI
TXN120571,ACC1475,2025-09-05,Withdrawal,355,Debit Card
TXN120556,ACC1475,2025-09-07,Received,322,UPI
TXN120541,ACC1475,2025-09-13,Payment,13,UPI
TXN120577,ACC1475,2025-09-16,Deposit,200,UPI
TXN120528,ACC1475,2025-09-24,Payment,87,UPI
TXN120548,ACC1475,2025-09-26,Payment,82,UPI
TXN120559,ACC1475,2025-09-29,Withdrawal,486,UPI
TXN120572,ACC1475,2025-10-05,Transfer,10,UPI
TXN120535,ACC1475,2025-10-06,Deposit,514,UPI
TXN120545,ACC1475,2025-10-13,Payment,138,UPI
TXN120569,ACC1475,2025-10-16,Deposit,894,UPI
TXN120557,ACC1475,2025-10-17,Payment,482,UPI
TXN120566,ACC1475,2025-10-19,Transfer,114,UPI
TXN120564,ACC1475,2025-10-24,Withdrawal,321,Credit Card
TXN120565,ACC1475,2025-10-26,Transfer,51,UPI
TXN120527,ACC1475,2025-10-29,Payment,348,UPI
TXN120530,ACC1475,2025-11-02,Payment,114,UPI
TXN120546,ACC1475,2025-11-02,Transfer,325,UPI
TXN120515,ACC1475,2025-11-03,Payment,52,UPI
TXN120522,ACC1475,2025-11-03,Transfer,167,Debit Card
TXN120523,ACC1475,2025-11-09,Payment,305,UPI
TXN120573,ACC1475,2025-11-15,Received,104,UPI
TXN120590,ACC1476,2025-05-26,Transfer,294,Debit Card
TXN120622,ACC1476,2025-05-27,Transfer,215,UPI
TXN120587,ACC1476,2025-05-30,Transfer,482,UPI
TXN120593,ACC1476,2025-05-31,Deposit,801,UPI
TXN120606,ACC1476,2025-05-31,Withdrawal,368,UPI
TXN120623,ACC1476,2025-06-04,Withdrawal,263,Credit Card
TXN120619,ACC1476,2025-06-11,Received,647,UPI
TXN120608,ACC1476,2025-06-15,Payment,14,UPI
TXN120594,ACC1476,2025-06-16,Withdrawal,489,UPI
TXN120633,ACC1476,2025-06-23,Payment,145,UPI
TXN120589,ACC1476,2025-06-24,Withdrawal,113,Credit Card
TXN120627,ACC1476,2025-06-24,Received,649,Debit Card
TXN120609,ACC1476,2025-07-05,Deposit,993,UPI
TXN120602,ACC1476,2025-07-06,Withdrawal,463,Debit Card
TXN120614,ACC1476,2025-07-08,Payment,147,Debit Card
TXN120628,ACC1476,2025-07-09,Transfer,257,UPI
TXN120591,ACC1476,2025-07-13,Withdrawal,200,UPI
TXN120616,ACC1476,2025-07-13,Payment,298,UPI
TXN120615,ACC1476,2025-07-16,Received,697,Debit Card
TXN120607,ACC1476,2025-07-17,Received,668,Credit Card
TXN120586,ACC1476,2025-07-19,Received,260,UPI
TXN120612,ACC1476,2025-07-19,Transfer,103,Credit Card
TXN120620,ACC1476,2025-07-20,Deposit,698,UPI
TXN120629,ACC1476,2025-07-20,Transfer,342,Debit Card
TXN120632,ACC1476,2025-07-20,Transfer,151,Debit Card
TXN120598,ACC1476,2025-07-24,Payment,447,UPI
TXN120596,ACC1476,2025-07-25,Withdrawal,495,UPI
TXN120631,ACC1476,2025-08-04,Withdrawal,374,UPI
TXN120635,ACC1476,2025-08-07,Withdrawal,67,UPI
TXN120626,ACC1476,2025-08-09,Received,625,UPI
TXN120592,ACC1476,2025-08-18,Received,812,Debit Card
TXN120599,ACC1476,2025-08-23,Withdrawal,323,Debit Card
TXN120584,ACC1476,2025-09-02,Transfer,124,Debit Card
TXN120621,ACC1476,2025-09-07,Received,741,Debit Card
TXN120625,ACC1476,2025-09-07,Transfer,29,UPI
